RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_Name,RSO_MRP,Orbit_Identifier,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDJ34,11.8,Regular,0.094185483,CBERS,126.2704,OUT017,2007,,Stealth_1,RSO_Type1,2002.7264
FDL45,,Low,0.037505332,CBERS,126.2704,OUT027,1985,MEO,Stealth_1,RSO_Type3,4255.7936
FDW02,,Regular,0.066006824,Landsat,126.2704,OUT019,1985,LEO,Stealth_0,RSO_Type4,250.3408
NCB54,8.76,Low,0.050335829,Dove,126.2336,OUT017,2007,,Stealth_2,RSO_Type1,1406.1696
DRP35,,Low,0.090427268,SPOT,126.2336,OUT027,1985,MEO,Stealth_1,RSO_Type3,3195.84
FDU34,18.25,Low,0.07518071,CBERS,126.2046,OUT035,2004,LEO,Stealth_1,RSO_Type1,1618.5598
FDB09,16.25,Low,0.057385239,EnviSAT,126.2046,OUT035,2004,LEO,Stealth_1,RSO_Type1,1369.5506
FDB09,16.25,Low,0.057485328,EnviSAT,126.2046,OUT049,1999,MEO,Stealth_1,RSO_Type1,1867.569
FDZ10,,Low,0.044248175,CBERS,126.202,OUT027,1985,MEO,Stealth_1,RSO_Type3,3668.558
NCZ41,19.85,Low,0,Dove,126.1704,OUT018,2009,MEO,Stealth_1,RSO_Type2,1877.556
NCZ41,19.85,Low,0.064367627,Dove,126.1704,OUT013,1987,GEO,Stealth_1,RSO_Type1,876.1928
FDA28,16.1,Regular,0.047792845,PROBA,126.1362,OUT035,2004,LEO,Stealth_1,RSO_Type1,3271.7412
FDV21,11.5,High,0.171779865,CBERS,126.0704,OUT018,2009,MEO,Stealth_1,RSO_Type2,1627.2152
FDJ34,11.8,Regular,0.093801337,CBERS,126.0704,OUT049,1999,MEO,Stealth_1,RSO_Type1,1251.704
FDV23,11,Low,0.105816753,Quickbird,126.0046,OUT035,2004,LEO,Stealth_1,RSO_Type1,871.5322
FDK43,9.8,Low,0.02681843,Terra,126.002,OUT013,1987,GEO,Stealth_1,RSO_Type1,2150.534
FDJ34,11.8,Regular,0.09357779,CBERS,125.9704,OUT013,1987,GEO,Stealth_1,RSO_Type1,1877.556
FDV20,20.2,Regular,0.059894378,EnviSAT,125.9678,OUT049,1999,MEO,Stealth_1,RSO_Type1,2797.6916
DRL47,19.7,Low,0,SPOT,125.9362,OUT049,1999,MEO,Stealth_1,RSO_Type1,1635.8706
NCL30,,Low,0.048703432,Corona,125.9336,OUT027,2009,MEO,Stealth_3,RSO_Type3,7158.6816
FDU34,18.25,Low,0.075132353,CBERS,125.9046,OUT013,1987,GEO,Stealth_1,RSO_Type1,2365.5874
FDU34,,High,0.074830794,CBERS,125.9046,OUT027,1985,MEO,Stealth_1,RSO_Type3,4482.1656
FDV36,18.7,Low,0.044024163,EO-1,125.902,OUT010,1998,,Stealth_1,RSO_Type4,126.502
FDZ28,20,Regular,0.051702257,PROBA,125.8678,OUT018,2009,MEO,Stealth_1,RSO_Type2,763.0068
FDZ28,20,Regular,0.051783761,PROBA,125.8678,OUT017,2007,,Stealth_1,RSO_Type1,3433.5306
FDT40,5.985,Low,0.095715608,PROBA,125.8678,OUT013,1987,GEO,Stealth_1,RSO_Type1,3560.6984
NCF30,17,Low,0.126958147,Corona,125.8362,OUT017,2007,,Stealth_1,RSO_Type1,2516.724
FDB09,16.25,Low,0.057396092,EnviSAT,125.8046,OUT046,1997,LEO,Stealth_1,RSO_Type1,747.0276
NCG30,,Low,0.196659953,Corona,125.8046,OUT019,1985,LEO,Stealth_0,RSO_Type4,249.0092
FDK43,,Low,0.046994717,Terra,125.802,OUT019,1985,LEO,Stealth_0,RSO_Type4,253.004
FDL45,15.6,Low,0.063081713,CBERS,125.7704,OUT010,1998,,Stealth_1,RSO_Type4,250.3408
NCZ29,15,Low,0.071312064,Dove,125.7362,OUT013,1987,GEO,Stealth_1,RSO_Type1,3020.0688
FDA28,,Regular,0.047570401,PROBA,125.7362,OUT027,1985,MEO,Stealth_1,RSO_Type3,3020.0688
FDV23,,Low,0.105324246,Quickbird,125.7046,OUT027,1985,MEO,Stealth_1,RSO_Type3,3237.1196
FDF59,12.5,Low,0.071354774,RapidEye,125.702,OUT049,1999,MEO,Stealth_1,RSO_Type1,2530.04
NCM54,,Low,0.050692386,Corona,125.6678,OUT027,1985,MEO,Stealth_1,RSO_Type3,4832.3764
FDP03,5.15,Regular,0.061165512,Terra,125.6388,OUT035,2004,LEO,Stealth_1,RSO_Type1,2848.2924
FDP03,5.15,Regular,0.061272194,Terra,125.6388,OUT049,1999,MEO,Stealth_1,RSO_Type1,1733.7432
FDE47,14.15,Low,0.037967687,RapidEye,125.6046,OUT049,1999,MEO,Stealth_1,RSO_Type1,1618.5598
FDV23,,Low,0.185306514,Quickbird,125.6046,OUT019,1985,LEO,Stealth_0,RSO_Type4,622.523
FDP20,19.85,Low,0.045761855,EnviSAT,125.602,OUT045,2002,,Stealth_1,RSO_Type1,632.51
NCH55,16.35,Low,0.034726222,Corona,125.602,OUT049,1999,MEO,Stealth_1,RSO_Type1,3036.048
FDW02,4.805,Regular,0.037699423,Landsat,125.5704,OUT046,1997,LEO,Stealth_1,RSO_Type1,3880.2824
FDJ34,,Regular,0.093202196,CBERS,125.5704,OUT027,1985,MEO,Stealth_1,RSO_Type3,1001.3632
NCM54,17.7,Low,0.05089667,Corona,125.5678,OUT013,1987,GEO,Stealth_1,RSO_Type1,1398.8458
FDT40,,Low,0.095331433,PROBA,125.5678,OUT027,1985,MEO,Stealth_1,RSO_Type3,2543.356
DRQ35,9.3,Low,0.042530668,SPOT,125.5388,OUT017,2007,,Stealth_1,RSO_Type1,2848.2924
FDJ20,20.7,Regular,0.100091576,EnviSAT,125.5388,OUT013,1987,GEO,Stealth_1,RSO_Type1,2105.2596
FDA37,7.81,Regular,0.055216312,Pleiades,125.5046,OUT035,2004,LEO,Stealth_1,RSO_Type1,3237.1196
FDZ28,20,Regular,0.086187886,PROBA,125.4678,OUT010,1998,,Stealth_1,RSO_Type4,127.1678
DRQ35,9.3,Low,0.042283454,SPOT,125.4388,OUT035,2004,LEO,Stealth_1,RSO_Type1,3715.164
FDS12,,High,0.304859104,EO-1,125.4362,OUT019,1985,LEO,Stealth_0,RSO_Type4,755.0172
FDL50,12.15,Regular,0.042378864,Pleiades,125.4046,OUT049,1999,MEO,Stealth_1,RSO_Type1,1867.569
FDL45,15.6,Low,0.037841362,CBERS,125.2704,OUT018,2009,MEO,Stealth_1,RSO_Type2,2628.5784
NCZ41,19.85,Low,0.064551885,Dove,125.2704,OUT045,2002,,Stealth_1,RSO_Type1,2127.8968
FDT40,5.985,Low,0.096337184,PROBA,125.2678,OUT017,2007,,Stealth_1,RSO_Type1,763.0068
FDT40,5.985,Low,0,PROBA,125.2678,OUT035,2004,LEO,Stealth_1,RSO_Type1,1017.3424
FDV20,20.2,Regular,0.100095288,EnviSAT,125.2678,OUT010,1998,,Stealth_1,RSO_Type4,127.1678
FDV20,,Regular,0.104704537,EnviSAT,125.2678,OUT019,1985,LEO,Stealth_0,RSO_Type4,254.3356
NCF30,17,Low,0.126440335,Corona,125.2362,OUT049,1999,MEO,Stealth_1,RSO_Type1,1384.1982
NCZ29,15,Low,0.071371458,Dove,125.2362,OUT046,1997,LEO,Stealth_1,RSO_Type1,1384.1982
NCH55,,Low,0.034504414,Corona,125.202,OUT027,1985,MEO,Stealth_1,RSO_Type3,2783.044
FDJ33,8.895,Regular,0.088821765,CBERS,125.173,OUT017,2007,,Stealth_1,RSO_Type1,2956.152
NCK29,,Low,0,Dove,125.173,OUT027,1985,MEO,Stealth_1,RSO_Type3,3572.017
NCN43,,Low,0.006727008,SkySat,125.173,OUT027,1985,MEO,Stealth_1,RSO_Type3,3202.498
NCQ42,20.35,Low,0,Corona,125.1678,OUT017,2007,,Stealth_1,RSO_Type1,1907.517
DRZ11,8.85,Regular,0.113302223,Sentinel,125.1388,OUT017,2007,,Stealth_1,RSO_Type1,1114.5492
FDQ32,17.85,Regular,0.046599684,EnviSAT,125.1388,OUT035,2004,LEO,Stealth_1,RSO_Type1,1981.4208
NCF30,17,Low,0.211306673,Corona,125.1362,OUT010,1998,,Stealth_1,RSO_Type4,251.6724
FDF28,,Regular,0.037681359,PROBA,125.1046,OUT027,1985,MEO,Stealth_1,RSO_Type3,3859.6426
DRC13,8.26,Regular,0.032573725,Sentinel,125.073,OUT018,2009,MEO,Stealth_1,RSO_Type2,985.384
NCN41,17,Low,0.087387669,Dove,125.073,OUT010,1998,,Stealth_1,RSO_Type4,369.519
NCN41,17,Low,0.052165855,Dove,125.073,OUT013,1987,GEO,Stealth_1,RSO_Type1,1108.557
FDL50,12.15,Regular,0.042485444,Pleiades,125.0046,OUT018,2009,MEO,Stealth_1,RSO_Type2,1743.0644
FDW20,,Low,0.024032484,EnviSAT,124.973,OUT027,1985,MEO,Stealth_1,RSO_Type3,2463.46
FDL45,15.6,Low,0.037764269,CBERS,124.9704,OUT045,2002,,Stealth_1,RSO_Type1,2253.0672
FDV36,18.7,Low,0.026450779,EO-1,124.902,OUT017,2007,,Stealth_1,RSO_Type1,2909.546
FDZ10,17.85,Low,0.04442649,CBERS,124.902,OUT013,1987,GEO,Stealth_1,RSO_Type1,1897.53
DRC13,8.26,Regular,0.032435437,Sentinel,124.873,OUT035,2004,LEO,Stealth_1,RSO_Type1,2956.152
FDV21,,Low,0.170254469,CBERS,124.8704,OUT027,1985,MEO,Stealth_1,RSO_Type3,2127.8968
NCH55,16.35,Low,0.058034349,Corona,124.802,OUT010,1998,,Stealth_1,RSO_Type4,253.004
NCK29,5.615,Low,0.125964559,Dove,124.773,OUT049,1999,MEO,Stealth_1,RSO_Type1,2956.152
NCP54,15.35,Low,0.035348491,Corona,124.673,OUT017,2007,,Stealth_1,RSO_Type1,2093.941
DRC13,8.26,Regular,0.032625074,Sentinel,124.673,OUT017,2007,,Stealth_1,RSO_Type1,1847.595
FDT60,12,Low,0.075701524,EO-1,124.6388,OUT045,2002,,Stealth_1,RSO_Type1,2105.2596
FDS12,9.1,Low,0.174085625,EO-1,124.6362,OUT035,2004,LEO,Stealth_1,RSO_Type1,2390.8878
NCF30,17,Low,0.126244059,Corona,124.6362,OUT046,1997,LEO,Stealth_1,RSO_Type1,3900.9222
NCG30,,Low,0.111777297,Corona,124.6046,OUT027,1985,MEO,Stealth_1,RSO_Type3,2863.6058
NCP54,15.35,Low,0.035292855,Corona,124.573,OUT018,2009,MEO,Stealth_1,RSO_Type2,1601.249
FDJ34,11.8,Regular,0.094037241,CBERS,124.5704,OUT018,2009,MEO,Stealth_1,RSO_Type2,1001.3632
FDT60,12,Low,0.075856062,EO-1,124.5388,OUT018,2009,MEO,Stealth_1,RSO_Type2,1733.7432
NCF30,17,Low,0.126758324,Corona,124.5362,OUT018,2009,MEO,Stealth_1,RSO_Type2,1132.5258
FDK20,12.6,Regular,0.041557653,EnviSAT,124.5072,OUT046,1997,LEO,Stealth_1,RSO_Type1,2450.144
NCN43,12.15,Low,0.006770252,SkySat,124.473,OUT049,1999,MEO,Stealth_1,RSO_Type1,1231.73
DRQ35,9.3,Low,0.042256257,SPOT,124.4388,OUT013,1987,GEO,Stealth_1,RSO_Type1,1609.9044
FDV23,11,Low,0.106051405,Quickbird,124.4046,OUT045,2002,,Stealth_1,RSO_Type1,2241.0828
NCG30,20.2,Low,0.112495847,Corona,124.4046,OUT049,1999,MEO,Stealth_1,RSO_Type1,1120.5414
NCP54,15.35,Low,0.035143024,Corona,124.373,OUT035,2004,LEO,Stealth_1,RSO_Type1,2093.941
FDV50,14.3,Low,0.122761775,Landsat,124.373,OUT049,1999,MEO,Stealth_1,RSO_Type1,2093.941
FDW02,,Regular,0.037516862,Landsat,124.3704,OUT027,1985,MEO,Stealth_1,RSO_Type3,3004.0896
FDK20,12.6,Regular,0.04152307,EnviSAT,124.3072,OUT013,1987,GEO,Stealth_2,RSO_Type1,5022.7952
FDA07,7.55,Regular,0.030992735,EnviSAT,124.3072,OUT049,1999,MEO,Stealth_1,RSO_Type1,2695.1584
FDJ20,20.7,Regular,0.16767231,EnviSAT,124.2388,OUT010,1998,,Stealth_1,RSO_Type4,247.6776
DRL47,19.7,High,0.038815341,SPOT,124.2362,OUT045,2002,,Stealth_1,RSO_Type1,1887.543
FDA28,16.1,Regular,0.080010553,PROBA,124.2362,OUT010,1998,,Stealth_1,RSO_Type4,377.5086
FDD20,14.15,High,0.020714523,EnviSAT,124.2046,OUT046,1997,LEO,Stealth_1,RSO_Type1,2490.092
FDC51,10.895,Regular,0.009641375,Landsat,124.173,OUT045,2002,,Stealth_1,RSO_Type1,1601.249
FDW20,20.75,Low,0.024129332,EnviSAT,124.173,OUT013,1987,GEO,Stealth_1,RSO_Type1,2956.152
FDL45,15.6,Low,0.037901015,CBERS,124.1704,OUT017,2007,,Stealth_1,RSO_Type1,1877.556
FDT60,12,Low,0.075975642,EO-1,124.1388,OUT017,2007,,Stealth_1,RSO_Type1,1486.0656
FDA35,14.85,Regular,0.054142088,EO-1,124.1072,OUT017,2007,,Stealth_1,RSO_Type1,1837.608
FDA10,,High,0.248301532,CBERS,124.1072,OUT019,1985,LEO,Stealth_0,RSO_Type4,245.0144
FDF28,15.7,Regular,0.037864721,PROBA,124.1046,OUT046,1997,LEO,Stealth_1,RSO_Type1,1120.5414
FDK20,12.6,Regular,0.041622264,EnviSAT,124.0072,OUT049,1999,MEO,Stealth_1,RSO_Type1,4042.7376
FDE47,14.15,Low,0.037877202,RapidEye,124.0046,OUT013,1987,GEO,Stealth_1,RSO_Type1,1618.5598
FDW02,4.805,Regular,0,Landsat,123.9704,OUT045,2002,,Stealth_1,RSO_Type1,2253.0672
FDV21,11.5,Low,0.286357776,CBERS,123.9704,OUT010,1998,,Stealth_1,RSO_Type4,375.5112
FDA07,7.55,Regular,0.030918873,EnviSAT,123.9072,OUT013,1987,GEO,Stealth_1,RSO_Type1,1102.5648
FDB09,16.25,Low,0.057629899,EnviSAT,123.9046,OUT018,2009,MEO,Stealth_1,RSO_Type2,1120.5414
NCQ30,7.725,Low,0.029236727,Corona,123.8414,OUT017,2007,,Stealth_1,RSO_Type1,1340.2554
FDW47,15,Low,0.046469277,Quickbird,123.8414,OUT045,2002,,Stealth_1,RSO_Type1,1340.2554
NCQ30,7.725,Low,0.029131242,Corona,123.8414,OUT045,2002,,Stealth_1,RSO_Type1,487.3656
FDQ32,17.85,Regular,0.04679836,EnviSAT,123.8388,OUT018,2009,MEO,Stealth_1,RSO_Type2,866.8716
FDT60,,Low,0.132275338,EO-1,123.8388,OUT019,1985,LEO,Stealth_0,RSO_Type4,123.8388
FDU34,18.25,Low,0.075620262,CBERS,123.8046,OUT017,2007,,Stealth_1,RSO_Type1,3486.1288
NCN41,17,Low,0.052421981,Dove,123.773,OUT018,2009,LEO,Stealth_3,RSO_Type2,1231.73
NCN43,12.15,Low,0,SkySat,123.773,OUT046,1997,LEO,Stealth_1,RSO_Type1,3325.671
NCZ41,19.85,Low,0.06478563,Dove,123.7704,OUT017,2007,,Stealth_1,RSO_Type1,2503.408
FDL45,15.6,Low,0.037680711,CBERS,123.7704,OUT035,2004,LEO,Stealth_1,RSO_Type1,3129.26
NCQ30,7.725,High,0.048661041,Corona,123.7414,OUT010,1998,,Stealth_1,RSO_Type4,121.8414
DRQ35,9.3,Low,0.042377219,SPOT,123.7388,OUT045,2002,,Stealth_1,RSO_Type1,1609.9044
FDZ58,17.85,Low,0.052471995,CBERS,123.7072,OUT017,2007,,Stealth_1,RSO_Type1,2450.144
FDD20,14.15,High,0.020798905,EnviSAT,123.6046,OUT018,2009,LEO,Stealth_3,RSO_Type2,1245.046
NCG30,20.2,High,0.112321218,Corona,123.6046,OUT046,1997,LEO,Stealth_1,RSO_Type1,2988.1104
FDA56,,Low,0.008722342,EnviSAT,123.5414,OUT027,1985,MEO,Stealth_1,RSO_Type3,4508.1318
FDJ20,20.7,Regular,0.100583009,EnviSAT,123.5388,OUT018,2009,MEO,Stealth_1,RSO_Type2,1981.4208
FDE47,14.15,Low,0.038123176,RapidEye,123.5046,OUT017,2007,,Stealth_1,RSO_Type1,1992.0736
FDL50,12.15,Regular,0.042552418,Pleiades,123.5046,OUT017,2007,,Stealth_1,RSO_Type1,1743.0644
NCG30,20.2,Low,0.112227747,Corona,123.5046,OUT013,1987,GEO,Stealth_1,RSO_Type1,2739.1012
FDJ33,8.895,Regular,0.088305478,CBERS,123.473,OUT035,2004,LEO,Stealth_1,RSO_Type1,1478.076
NCK29,5.615,Low,0.12566436,Dove,123.473,OUT013,1987,GEO,Stealth_1,RSO_Type1,1231.73
NCK29,,Low,0,Dove,123.473,OUT019,1985,LEO,Stealth_0,RSO_Type4,369.519
FDJ20,20.7,Regular,0.100330684,EnviSAT,123.4388,OUT049,1999,MEO,Stealth_1,RSO_Type1,1238.388
FDA07,7.55,Regular,0.031007381,EnviSAT,123.4072,OUT045,2002,,Stealth_1,RSO_Type1,2082.6224
FDT25,7.5,Low,0.050708743,Pleiades,123.4072,OUT013,1987,GEO,Stealth_1,RSO_Type1,3185.1872
FDW20,20.75,Low,0.024144862,EnviSAT,123.373,OUT035,2004,LEO,Stealth_1,RSO_Type1,2093.941
NCI55,,Low,0.012592289,Corona,123.3414,OUT027,1985,MEO,Stealth_1,RSO_Type3,4751.8146
NCT29,,Low,0.112249603,Dove,123.3414,OUT019,1985,LEO,Stealth_0,RSO_Type4,243.6828
DRZ11,8.85,Regular,0.112893431,Sentinel,123.3388,OUT045,2002,,Stealth_1,RSO_Type1,2972.1312
FDV50,14.3,Low,0.123264522,Landsat,123.273,OUT017,2007,,Stealth_1,RSO_Type1,1108.557
FDU04,7.93,Low,0,PROBA,123.2414,OUT018,2009,MEO,Stealth_1,RSO_Type2,487.3656
DRQ35,9.3,Low,0.042357203,SPOT,123.2388,OUT049,1999,MEO,Stealth_1,RSO_Type1,1857.582
FDA10,20.35,Low,0.142618182,CBERS,123.2072,OUT017,2007,,Stealth_1,RSO_Type1,1225.072
FDT25,7.5,Low,0.05074138,Pleiades,123.2072,OUT035,2004,LEO,Stealth_1,RSO_Type1,1837.608
FDV23,11,High,0.1062679,Quickbird,123.2046,OUT018,2009,MEO,Stealth_1,RSO_Type2,3237.1196
FDZ14,,Regular,0.047358246,Landsat,123.1756,OUT027,1985,MEO,Stealth_1,RSO_Type3,3998.7948
NCK06,,Low,0.008604657,Corona,123.1756,OUT027,1985,MEO,Stealth_1,RSO_Type3,1211.756
NCI55,18.6,Low,0.012651172,Corona,123.1414,OUT035,2004,LEO,Stealth_1,RSO_Type1,2314.9866
FDA56,9.21,Low,0.008764786,EnviSAT,123.1414,OUT046,1997,LEO,Stealth_1,RSO_Type1,4264.449
FDU34,18.25,Low,0.075501241,CBERS,123.1046,OUT018,2009,MEO,Stealth_2,RSO_Type2,249.0092
NCG30,20.2,Low,0.112549008,Corona,123.1046,OUT045,2002,,Stealth_1,RSO_Type1,1120.5414
FDA37,7.81,Regular,0.055226755,Pleiades,123.1046,OUT046,1997,LEO,Stealth_1,RSO_Type1,871.5322
FDB09,,Low,0.100493148,EnviSAT,123.1046,OUT019,1985,LEO,Stealth_0,RSO_Type4,124.5046
NCQ30,7.725,Low,0.029117482,Corona,123.0414,OUT049,1999,MEO,Stealth_1,RSO_Type1,1583.9382
FDU32,8.785,Low,0,EnviSAT,123.0414,OUT010,1998,,Stealth_1,RSO_Type4,121.8414
NCT29,,Low,0.063800266,Dove,123.0414,OUT027,1985,MEO,Stealth_1,RSO_Type3,4629.9732
DRZ11,,Regular,0.112119359,Sentinel,123.0388,OUT027,1985,MEO,Stealth_1,RSO_Type3,1981.4208
FDA35,14.85,Regular,0.053921264,EO-1,123.0072,OUT049,1999,MEO,Stealth_1,RSO_Type1,1960.1152
NCN43,12.15,Low,0.011314423,SkySat,122.973,OUT010,1998,,Stealth_1,RSO_Type4,123.173
FDC51,10.895,Regular,0.009613854,Landsat,122.973,OUT013,1987,GEO,Stealth_1,RSO_Type1,1231.73
FDP03,5.15,Regular,0,Terra,122.9388,OUT017,2007,,Stealth_1,RSO_Type1,2105.2596
FDQ32,17.85,Regular,0.046608497,EnviSAT,122.9388,OUT046,1997,LEO,Stealth_1,RSO_Type1,3095.97
FDI52,18.7,Low,0.10527024,PROBA,122.9072,OUT017,2007,,Stealth_1,RSO_Type1,490.0288
FDA07,,Regular,0.030794774,EnviSAT,122.9072,OUT027,1985,MEO,Stealth_1,RSO_Type3,4532.7664
FDF28,15.7,Regular,0.038078899,PROBA,122.9046,OUT017,2007,,Stealth_1,RSO_Type1,1992.0736
FDC51,10.895,Regular,0.009676286,Landsat,122.873,OUT017,2007,,Stealth_1,RSO_Type1,3448.844
NCP54,15.35,Low,0.035204319,Corona,122.873,OUT049,1999,MEO,Stealth_1,RSO_Type1,2832.979
FDW47,15,Low,0.046375227,Quickbird,122.8414,OUT046,1997,LEO,Stealth_1,RSO_Type1,731.0484
FDQ32,,Regular,0.046382793,EnviSAT,122.8388,OUT027,1985,MEO,Stealth_1,RSO_Type3,2972.1312
FDZ58,17.85,Low,0.052176861,CBERS,122.8072,OUT046,1997,LEO,Stealth_1,RSO_Type1,857.5504
FDA10,20.35,Low,0.142393712,CBERS,122.7072,OUT018,2009,MEO,Stealth_1,RSO_Type2,1470.0864
FDT25,7.5,Low,0.050829881,Pleiades,122.7072,OUT049,1999,MEO,Stealth_1,RSO_Type1,1470.0864
NCK06,5.03,Low,0.008644894,Corona,122.6756,OUT035,2004,LEO,Stealth_1,RSO_Type1,2665.8632
FDM45,8.655,Regular,0.088178053,CBERS,122.6756,OUT035,2004,LEO,Stealth_1,RSO_Type1,2302.3364
FDA07,7.55,Regular,0.051794958,EnviSAT,122.6072,OUT010,1998,,Stealth_1,RSO_Type4,122.5072
FDA37,7.81,Regular,0.055451725,Pleiades,122.6046,OUT018,2009,MEO,Stealth_1,RSO_Type2,2365.5874
FDU34,18.25,Low,0.075311837,CBERS,122.6046,OUT049,1999,MEO,Stealth_1,RSO_Type1,2988.1104
FDM45,8.655,Regular,0.088693595,CBERS,122.5756,OUT017,2007,,Stealth_1,RSO_Type1,2181.1608
DRC13,8.26,Regular,0,Sentinel,122.573,OUT045,2002,,Stealth_1,RSO_Type1,739.038
DRZ11,8.85,Regular,0.113123893,Sentinel,122.5388,OUT018,2009,MEO,Stealth_1,RSO_Type2,1609.9044
FDP03,5.15,Regular,0.06112617,Terra,122.5388,OUT013,1987,GEO,Stealth_1,RSO_Type1,371.5164
FDO28,5.765,Low,0.072410764,PROBA,122.5098,OUT049,1999,MEO,Stealth_1,RSO_Type1,1084.5882
FDZ14,7.71,Regular,0.047588696,Landsat,122.4756,OUT046,1997,LEO,Stealth_1,RSO_Type1,605.878
NCK29,5.615,Low,0.12574524,Dove,122.473,OUT035,2004,LEO,Stealth_1,RSO_Type1,1354.903
FDA56,9.21,Low,0.008778413,EnviSAT,122.4414,OUT049,1999,MEO,Stealth_1,RSO_Type1,1583.9382
DRQ35,,Low,0.042086652,SPOT,122.4388,OUT027,1985,MEO,Stealth_2,RSO_Type3,5448.9072
FDJ20,20.7,Regular,0.100378096,EnviSAT,122.4388,OUT045,2002,,Stealth_1,RSO_Type1,1238.388
FDG12,,Regular,0.006295472,EO-1,122.4098,OUT027,1985,MEO,Stealth_1,RSO_Type3,3735.8038
FDD05,,Low,0.016531033,PROBA,122.4098,OUT027,1985,MEO,Stealth_1,RSO_Type3,3012.745
FDO28,,Low,0.126585095,PROBA,122.4098,OUT019,1985,LEO,Stealth_0,RSO_Type4,120.5098
FDT25,7.5,Low,0.050957715,Pleiades,122.4072,OUT018,2009,MEO,Stealth_1,RSO_Type2,2572.6512
FDA07,7.55,Regular,0.03107068,EnviSAT,122.4072,OUT018,2009,MEO,Stealth_1,RSO_Type2,857.5504
FDQ44,20.5,Low,0.036344721,EnviSAT,122.3756,OUT017,2007,,Stealth_1,RSO_Type1,2544.6876
FDK27,11,Low,0.008944844,Terra,122.3756,OUT035,2004,LEO,Stealth_1,RSO_Type1,2059.9852
NCN41,17,Low,0.052209303,Dove,122.373,OUT046,1997,LEO,Stealth_1,RSO_Type1,2586.633
FDV50,14.3,Low,0.122571209,Landsat,122.373,OUT046,1997,LEO,Stealth_1,RSO_Type1,985.384
NCT29,12.6,Low,0.064110725,Dove,122.3414,OUT046,1997,LEO,Stealth_1,RSO_Type1,243.6828
FDQ32,,Regular,0.081605462,EnviSAT,122.3388,OUT019,1985,LEO,Stealth_0,RSO_Type4,371.5164
FDZ58,,Low,0.091354948,CBERS,122.3072,OUT019,1985,LEO,Stealth_0,RSO_Type4,122.5072
NCK06,5.03,Low,0.008639333,Corona,122.2756,OUT013,1987,GEO,Stealth_1,RSO_Type1,2059.9852
FDK27,,Low,0.015664229,Terra,122.2756,OUT019,1985,LEO,Stealth_0,RSO_Type4,121.1756
FDU20,19.35,Regular,0.021501067,EnviSAT,122.2098,OUT045,2002,,Stealth_1,RSO_Type1,2771.7254
FDX34,6.195,Low,0.07198553,CBERS,122.2098,OUT046,1997,LEO,Stealth_1,RSO_Type1,1205.098
FDT25,7.5,Low,0.050750977,Pleiades,122.2072,OUT046,1997,LEO,Stealth_1,RSO_Type1,1960.1152
FDA35,,Regular,0.05357685,EO-1,122.2072,OUT027,1985,MEO,Stealth_1,RSO_Type3,3552.7088
FDW20,20.75,Low,0.040421193,EnviSAT,122.173,OUT010,1998,,Stealth_1,RSO_Type4,369.519
NCN43,12.15,Low,0.006754117,SkySat,122.173,OUT013,1987,GEO,Stealth_1,RSO_Type1,2586.633
FDU04,7.93,Low,0.005557062,PROBA,122.1414,OUT049,1999,MEO,Stealth_1,RSO_Type1,2924.1936
FDP03,5.15,Regular,0.061301149,Terra,122.1388,OUT045,2002,,Stealth_1,RSO_Type1,2352.9372
FDP03,5.15,Regular,0.10239789,Terra,122.1388,OUT010,1998,,Stealth_1,RSO_Type4,495.3552
FDU20,,Regular,0.021353642,EnviSAT,122.1098,OUT027,1985,MEO,Stealth_2,RSO_Type3,3374.2744
FDU20,19.35,Regular,0.021490911,EnviSAT,122.1098,OUT049,1999,MEO,Stealth_1,RSO_Type1,2892.2352
FDI52,18.7,Low,0.104840884,PROBA,122.1072,OUT049,1999,MEO,Stealth_1,RSO_Type1,490.0288
NCK06,5.03,Low,0.014472516,Corona,122.0756,OUT010,1998,,Stealth_1,RSO_Type4,121.1756
DRZ11,8.85,Regular,0.112840108,Sentinel,122.0388,OUT049,1999,MEO,Stealth_1,RSO_Type1,1238.388
DRZ11,8.85,Regular,0.112571187,Sentinel,122.0388,OUT013,1987,GEO,Stealth_1,RSO_Type1,1609.9044
FDD05,19.35,Low,0.016611475,PROBA,122.0098,OUT046,1997,LEO,Stealth_1,RSO_Type1,2651.2156
FDD05,,Low,0.029084548,PROBA,122.0098,OUT019,1985,LEO,Stealth_0,RSO_Type4,361.5294
FDK20,12.6,Regular,0.04179272,EnviSAT,122.0072,OUT017,2007,,Stealth_2,RSO_Type1,1347.5792
FDK20,12.6,Regular,0.041726942,EnviSAT,122.0072,OUT018,2009,MEO,Stealth_1,RSO_Type2,1470.0864
FDJ33,8.895,Regular,0.088681966,CBERS,121.973,OUT018,2009,MEO,Stealth_2,RSO_Type2,2956.152
NCK29,5.615,High,0,Dove,121.973,OUT046,1997,LEO,Stealth_1,RSO_Type1,2463.46
FDV50,14.3,Low,0.122469209,Landsat,121.973,OUT013,1987,GEO,Stealth_1,RSO_Type1,2709.806
NCT29,12.6,Low,0.064240743,Dove,121.9414,OUT045,2002,,Stealth_1,RSO_Type1,1462.0968
DRQ35,9.3,Low,0.042463728,SPOT,121.9388,OUT018,2009,MEO,Stealth_1,RSO_Type2,1114.5492
