RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_MRP,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDG12,12.68325897,2,0.006295472,122.4098,1985,2,2,3,3735.8038
FDD05,12.68325897,1,0.016531033,122.4098,1985,2,2,3,3012.745
FDO28,12.68325897,1,0.126585095,122.4098,1985,1,1,4,120.5098
FDT25,7.5,1,0.050957715,122.4072,2009,2,2,2,2572.6512
FDA07,7.55,2,0.03107068,122.4072,2009,2,2,2,857.5504
FDQ44,20.5,1,0.036344721,122.3756,2007,1,2,1,2544.6876
FDK27,11,1,0.008944844,122.3756,2004,1,2,1,2059.9852
NCN41,17,1,0.052209303,122.373,1997,1,2,1,2586.633
FDV50,14.3,1,0.122571209,122.373,1997,1,2,1,985.384
NCT29,12.6,1,0.064110725,122.3414,1997,1,2,1,243.6828
FDQ32,12.68269839,2,0.081605462,122.3388,1985,1,1,4,371.5164
FDZ58,12.68269839,1,0.091354948,122.3072,1985,1,1,4,122.5072
NCK06,5.03,1,0.008639333,122.2756,1987,3,2,1,2059.9852
FDK27,12.68527245,1,0.015664229,122.2756,1985,1,1,4,121.1756
FDU20,19.35,2,0.021501067,122.2098,2002,1,2,1,2771.7254
FDX34,6.195,1,0.07198553,122.2098,1997,1,2,1,1205.098
FDT25,7.5,1,0.050750977,122.2072,1997,1,2,1,1960.1152
FDA35,12.6869596,2,0.05357685,122.2072,1985,2,2,3,3552.7088
FDW20,20.75,1,0.040421193,122.173,1998,1,2,4,369.519
NCN43,12.15,1,0.006754117,122.173,1987,3,2,1,2586.633
FDU04,7.93,1,0.005557062,122.1414,1999,2,2,1,2924.1936
FDP03,5.15,2,0.061301149,122.1388,2002,1,2,1,2352.9372
FDP03,5.15,2,0.10239789,122.1388,1998,1,2,4,495.3552
FDU20,12.69110961,2,0.021353642,122.1098,1985,2,3,3,3374.2744
FDU20,19.35,2,0.021490911,122.1098,1999,2,2,1,2892.2352
FDI52,18.7,1,0.104840884,122.1072,1999,2,2,1,490.0288
NCK06,5.03,1,0.014472516,122.0756,1998,1,2,4,121.1756
DRZ11,8.85,2,0.112840108,122.0388,1999,2,2,1,1238.388
DRZ11,8.85,2,0.112571187,122.0388,1987,3,2,1,1609.9044
FDD05,19.35,1,0.016611475,122.0098,1997,1,2,1,2651.2156
FDD05,12.68976343,1,0.029084548,122.0098,1985,1,1,4,361.5294
FDK20,12.6,2,0.04179272,122.0072,2007,1,3,1,1347.5792
FDK20,12.6,2,0.041726942,122.0072,2009,2,2,2,1470.0864
FDJ33,8.895,2,0.088681966,121.973,2009,2,3,2,2956.152
NCK29,5.615,3,0.066103251,121.973,1997,1,2,1,2463.46
FDV50,14.3,1,0.122469209,121.973,1987,3,2,1,2709.806
NCT29,12.6,1,0.064240743,121.9414,2002,1,2,1,1462.0968
DRQ35,9.3,1,0.042463728,121.9388,2009,2,2,2,1114.5492
FDQ32,17.85,2,0.046680961,121.9388,1999,2,2,1,3962.8416
FDT60,12,1,0.07554831,121.9388,1997,1,2,1,3219.8088
NCZ30,12.69262712,3,0.026058181,121.9098,1985,2,3,3,3374.2744
FDA10,20.35,1,0.141789197,121.9072,2004,1,2,1,1347.5792
FDC51,10.895,2,0.009636821,121.873,1999,2,2,1,2463.46
FDT14,10.695,2,0.128247408,121.844,2009,2,2,2,2277.036
NCO17,12.69131659,1,0.073024401,121.844,1985,2,2,3,3115.944
FDW47,15,1,0.077622622,121.8414,1998,1,2,4,243.6828
FDU04,7.93,1,0.066099173,121.8414,1997,1,2,1,2802.3522
FDP03,5.15,2,0.06117708,121.8388,1997,1,2,1,3219.8088
FDG12,6.635,2,0.006335942,121.8098,1999,2,2,1,2048.6666
FDZ58,17.85,1,0.052257982,121.8072,1999,2,2,1,2450.144
FDC56,7.72,1,0.122015744,121.744,2009,2,2,2,2277.036
FDW47,12.6967103,1,0.081197035,121.7414,1985,1,1,4,365.5242
FDX34,12.6967103,1,0.071636937,121.7098,1985,2,2,3,4097.3332
FDI52,18.7,1,0.105104552,121.7072,2009,2,2,2,1347.5792
FDT25,7.5,1,0.051038045,121.7072,2007,1,2,1,3552.7088
FDZ58,17.85,1,0.052166995,121.7072,2004,1,2,1,2817.6656
FDT25,7.5,1,0.050853901,121.7072,2002,1,2,1,367.5216
FDC51,10.895,2,0.009620042,121.673,2004,1,2,1,1970.768
DRZ24,7.535,1,0.066135691,121.644,2002,1,2,1,1557.972
NCZ30,6.59,1,0.026238087,121.6098,2002,1,2,1,2410.196
FDC10,9.8,2,0.072990979,121.6098,1999,2,2,1,1566.6274
FDO28,12.70189397,1,0.071948252,121.6098,1985,2,1,3,482.0392
FDA10,12.70189397,1,0.141129263,121.6072,1985,2,2,3,3430.2016
NCK29,5.615,1,0.126480422,121.573,2007,1,2,1,3202.498
NCI55,18.6,1,0.012673238,121.5414,1999,2,3,1,4020.7662
FDU04,7.93,1,0.005547386,121.5414,2004,1,2,1,1340.2554
FDW47,15,1,0.046447328,121.5414,1999,2,2,1,2436.828
FDD05,19.35,1,0.016597651,121.5098,1987,3,2,1,2892.2352
NCZ30,6.59,1,0.026163192,121.5098,1987,3,2,1,602.549
FDJ53,12.70296208,1,0.070912843,121.5098,1985,2,2,3,2410.196
NCO17,10,1,0.073794811,121.444,2007,1,2,1,2516.724
NCZ30,6.59,1,0.043828293,121.4098,1998,1,2,4,241.0196
FDI52,18.7,1,0.104890428,121.4072,2002,1,2,1,3185.1872
FDI52,18.7,1,0.104591027,121.4072,1987,3,2,1,2450.144
NCK29,5.615,1,0.210511558,121.373,1998,1,2,4,123.173
NCN41,12.70430014,1,0.091411749,121.373,1985,1,1,4,369.519
NCN43,12.70430014,1,0.011835436,121.373,1985,1,1,4,246.346
FDX34,6.195,1,0.071971918,121.3098,2004,1,2,1,4820.392
FDG12,6.635,2,0.06613364,121.3098,2002,1,2,1,2530.7058
FDJ53,10.5,1,0.071368699,121.3098,1999,2,2,1,1446.1176
FDJ53,10.5,1,0.071257912,121.3098,1997,1,2,1,843.5686
FDG12,12.71012166,2,0.066149435,121.3098,1985,1,1,4,120.5098
FDQ44,20.5,1,0.036287517,121.2756,2009,2,3,2,2181.1608
FDQ60,12.70745115,2,0.191500528,121.2098,1985,1,1,4,120.5098
FDI52,18.7,1,0.104658344,121.2072,2004,1,2,1,1470.0864
FDV50,14.3,1,0.123070513,121.173,2009,2,2,2,2093.941
FDJ33,12.70484906,2,0.087894475,121.173,1985,2,2,3,2586.633
FDK02,12.5,1,0.112203445,121.144,2004,1,2,1,1438.128
FDT14,10.695,2,0.127727102,121.144,1997,1,2,1,1917.504
FDG12,6.635,2,0.00636189,121.1098,2007,1,2,1,2651.2156
FDK20,12.6,2,0.041641933,121.1072,2002,1,2,1,980.0576
FDE39,7.89,1,0.036207786,121.0782,2002,1,2,1,3456.1678
FDP24,20.6,1,0.083172413,121.0756,2002,1,2,1,1696.4584
FDT26,18.85,2,0.06823032,121.044,2009,2,2,2,1557.972
DRZ24,12.70456155,1,0.066104235,121.044,1985,2,2,3,2396.88
FDU11,4.785,1,0.092576144,121.0098,2004,1,2,1,2530.7058
FDA07,7.55,2,0.030938774,121.0072,2004,1,2,1,2082.6224
FDZ58,12.70906056,1,0.051924192,121.0072,1985,2,2,3,2940.1728
FDP24,12.70906056,1,0.082602127,120.9756,1985,2,2,3,3877.6192
FDK27,12.70906056,1,0.008903212,120.9756,1985,2,2,3,2787.0388
FDT26,12.70906056,3,0.067624438,120.944,1985,2,2,3,1078.596
FDU32,8.785,1,0.025962714,120.9414,2004,1,2,1,1949.4624
NCI55,18.6,1,0.012679226,120.9414,2002,1,2,1,2680.5108
FDD05,19.35,1,0.016645164,120.9098,2002,1,2,1,1687.1372
FDD05,19.35,1,0.016637301,120.9098,1999,2,2,1,1687.1372
FDZ58,17.85,1,0.052389407,120.9072,2009,2,2,2,2817.6656
FDA10,20.35,1,0.066199605,120.9072,1999,2,2,1,1470.0864
FDK20,12.69939483,2,0.072762086,120.9072,1985,1,1,4,122.5072
FDS46,17.6,2,0.047330801,120.8782,1999,2,2,1,2621.9204
FDQ21,21.25,1,0.019502354,120.8756,2009,2,2,2,3150.5656
FDP24,20.6,1,0.083473583,120.8756,2007,1,2,1,1211.756
FDQ21,21.25,1,0.019462623,120.8756,2002,1,2,1,1575.2828
FDQ21,21.25,1,0.01945343,120.8756,1999,2,2,1,1454.1072
FDQ21,21.25,1,0.019423232,120.8756,1997,1,2,1,3150.5656
DRZ24,7.535,1,0.081787519,120.844,1997,1,2,1,2157.192
FDA56,9.21,1,0.008757492,120.8414,1987,3,2,1,2071.3038
FDU32,12.68613416,1,0.045465958,120.8414,1985,1,1,4,852.8898
FDD05,19.35,1,0.016705436,120.8098,2007,1,3,1,3374.2744
FDC10,9.8,2,0.073289899,120.8098,2007,1,2,1,1325.6078
FDA35,14.85,2,0.053837561,120.8072,1997,1,2,1,4287.752
FDU26,16.7,2,0.042685217,120.7782,1999,2,2,1,1072.6038
FDD35,12.68268698,1,0.02573918,120.744,1985,2,2,3,3954.852
FDT14,12.68268698,2,0.127108578,120.744,1985,2,2,3,2756.412
FDU32,12.68268698,1,0.025841875,120.7414,1985,2,2,3,4386.2904
NCZ30,6.59,1,0.026180032,120.7098,2004,1,2,1,2530.7058
FDU11,12.68479737,1,0.092145264,120.7098,1985,2,2,3,3735.8038
FDU20,12.68479737,2,0.037569401,120.7098,1985,1,1,4,361.5294
NCJ06,20.1,1,0.034646067,120.6782,2004,1,2,1,1310.9602
NCO17,10,1,0.066338303,120.644,2004,1,2,1,1917.504
FDT26,18.85,2,0.068091318,120.644,2002,1,2,1,3475.476
FDK02,12.68101942,1,0.196490902,120.544,1985,1,1,4,479.376
FDU32,8.785,1,0.066319468,120.5414,1987,3,2,1,1583.9382
NCQ30,12.68237079,1,0.050901814,120.5414,1985,1,1,4,365.5242
NCJ18,12.35,1,0.164196823,120.5124,1999,2,2,1,2133.2232
FDU20,19.35,2,0.021578923,120.5098,2007,1,2,1,1807.647
FDK20,12.68017182,2,0.066327693,120.5072,1985,2,2,3,2695.1584
FDQ21,21.25,1,0.019533098,120.4756,2007,1,2,1,1938.8096
FDT14,10.695,2,0.12770295,120.444,2004,1,2,1,2516.724
FDK02,12.5,1,0.112399145,120.444,1999,2,2,1,1438.128
FDU26,16.7,2,0.042860026,120.3782,2007,1,2,1,1668.4948
FDU26,16.7,2,0.071335395,120.3782,1998,1,2,4,119.1782
DRZ24,7.535,1,0.081914677,120.344,1999,2,2,1,3835.008
FDT26,18.85,2,0.068059156,120.344,1999,2,2,1,1797.66
FDJ04,18,1,0.12470444,120.3124,2002,1,2,1,2725.7852
FDN10,11.5,1,0.046217345,120.3124,2002,1,2,1,474.0496
FDG12,6.635,2,0.006351876,120.3098,2009,2,2,2,1446.1176
FDU20,19.35,2,0.021453493,120.3098,2004,1,2,1,2530.7058
FDC10,12.67312195,2,0.07252476,120.3098,1985,2,2,3,1687.1372
FDD35,12.15,1,0.025916883,120.244,2002,1,2,1,2277.036
FDN10,11.5,1,0.046115083,120.2124,2004,1,2,1,1540.6612
FDU22,12.67371339,1,0.163350221,120.2124,1985,1,1,4,474.0496
FDJ53,10.5,1,0.071548187,120.2098,2009,2,2,2,602.549
FDZ15,13.1,1,0.020913071,120.1782,2002,1,2,1,2026.0294
FDU26,12.6743231,2,0.074620291,120.1782,1985,1,1,4,357.5346
FDQ44,20.5,1,0.036133463,120.1756,2004,1,2,1,3392.9168
FDP24,20.6,3,0.083133128,120.1756,1999,2,2,1,1332.9316
FDQ44,20.5,1,0.036110222,120.1756,1987,3,2,1,2059.9852
NCV54,11.1,1,0.033176087,120.1124,2002,1,2,1,1896.1984
FDX34,6.195,1,0.072131519,120.1098,2002,1,2,1,2892.2352
FDU11,4.785,1,0.092516598,120.1098,1987,3,2,1,1325.6078
FDQ44,20.5,1,0.036140297,120.0756,1997,1,2,1,2302.3364
FDK57,12.6689157,1,0.079904068,120.044,1985,2,2,3,4434.228
FDW47,15,1,0.046336634,120.0414,1987,3,2,1,3533.4006
FDU04,12.66810007,1,0.009714595,120.0414,1985,1,1,4,487.3656
FDO28,5.765,1,0.072238195,120.0098,1987,3,2,1,1687.1372
FDK27,11,1,0.008997141,119.9756,2007,1,2,1,1938.8096
FDU32,8.785,1,0.025967624,119.9414,1997,1,2,1,1462.0968
FDU22,12.35,1,0.093824276,119.9124,2007,1,2,1,2014.7108
FDJ04,18,1,0.124428516,119.9124,2004,1,2,1,948.0992
FDD36,13.3,1,0.035607579,119.9124,1998,1,2,4,118.5124
FDO28,5.765,1,0.072284689,119.9098,2004,1,2,1,2048.6666
NCJ06,12.67290951,1,0.060672263,119.8782,1985,1,1,4,238.3564
FDY19,19.75,1,0.041533438,119.8466,2009,2,2,2,2239.0854
FDD35,12.15,3,0.025842905,119.844,1987,3,2,1,599.22
FDA56,9.21,1,0.008782561,119.8414,2002,1,2,1,1340.2554
NCI55,18.6,1,0.012643035,119.8414,1987,3,2,1,365.5242
FDE58,18.5,3,0.066448123,119.8124,2007,1,2,1,4029.4216
NCJ18,12.35,1,0.164274416,119.8124,2002,1,2,1,2133.2232
FDD36,13.3,3,0.021306635,119.8124,1999,2,2,1,1896.1984
FDE58,12.66758263,1,0.066452132,119.8124,1985,2,2,3,1659.1736
FDZ14,7.71,2,0.047857877,119.7756,2007,1,2,1,3029.39
FDM45,8.655,2,0.088121336,119.7756,1987,3,2,1,2059.9852
FDV52,20.7,2,0.122208091,119.7466,2007,1,3,1,4006.7844
FDV52,20.7,2,0.121709653,119.7466,1999,2,2,1,2003.3922
FDC56,7.72,1,0.121497742,119.744,2004,1,2,1,3355.632
FDJ53,10.5,1,0.071660976,119.7098,2007,1,2,1,2410.196
FDU11,4.785,1,0.092781435,119.7098,2002,1,2,1,1807.647
FDU20,19.35,2,0.021439694,119.7098,1987,3,2,1,1325.6078
FDS46,17.6,2,0.047257328,119.6782,1997,1,2,1,2145.2076
FDM45,8.655,2,0.08819473,119.6756,1997,1,2,1,2423.512
NCV54,11.1,1,0.033160417,119.6124,1999,2,2,1,2251.7356
FDP51,13.85,2,0.085274988,119.6124,1997,1,2,1,2014.7108
FDP51,12.66782486,2,0.149305497,119.6124,1985,1,1,4,592.562
FDP24,20.6,1,0.13893181,119.5756,1998,1,2,4,121.1756
FDP24,20.6,1,0.082935004,119.5756,1987,3,2,1,2665.8632
FDL46,20.35,1,0.054046706,119.5466,2004,1,2,1,353.5398
FDL46,20.35,1,0.090480214,119.5466,1998,1,2,4,117.8466
FDN10,11.5,1,0.066375785,119.5124,2009,2,2,2,829.5868
FDP24,20.6,1,0.083004078,119.4756,1997,1,2,1,1090.5804
FDP51,13.85,2,0.085622362,119.4124,2009,2,2,2,2251.7356
FDM45,8.655,2,0.088373591,119.3756,2002,1,2,1,1454.1072
NCK06,5.03,1,0.008664064,119.3756,2002,1,2,1,605.878
FDQ21,21.25,1,0.019407069,119.3756,1987,3,2,1,3271.7412
FDN08,7.72,2,0.088864488,119.3466,2007,1,2,1,3064.0116
NCV54,12.65677951,1,0.057969482,119.3124,1985,1,1,4,474.0496
FDD05,19.35,1,0.016679143,119.3098,2009,2,2,2,1928.1568
FDX34,6.195,1,0.072097449,119.3098,1999,2,2,1,1205.098
FDZ15,13.1,1,0.020903193,119.2782,1999,2,2,1,3098.6332
FDD35,12.15,1,0.066431175,119.244,2004,1,2,1,2636.568
FDK02,12.5,1,0.187841082,119.244,1998,1,2,4,119.844
FDT14,10.695,2,0.127620811,119.244,1987,3,2,1,3475.476
NCJ18,12.35,1,0.163910938,119.2124,2004,1,2,1,1303.6364
FDJ53,10.5,1,0.071244438,119.2098,2004,1,2,1,1325.6078
FDO56,10.195,2,0.045073782,119.1808,2002,1,2,1,468.7232
FDO56,10.195,2,0.075291577,119.1808,1998,1,2,4,351.5424
FDK27,11,1,0.008960445,119.1756,1999,2,2,1,1696.4584
FDK02,12.5,1,0.112681821,119.144,2009,2,2,2,3235.788
FDD35,12.15,1,0.026010729,119.144,2007,1,2,1,2157.192
FDU22,12.35,1,0.093441604,119.1124,1999,2,2,1,3673.8844
NCV54,11.1,1,0.066377732,119.1124,1997,1,2,1,1303.6364
NCZ30,6.59,1,0.066397301,119.1098,2007,1,2,1,964.0784
NCN26,10.85,1,0.066416881,119.0808,1987,3,2,1,2343.616
FDU26,12.66440977,2,0.042412572,119.0782,1985,2,2,3,1549.3166
FDT26,18.85,2,0.067940657,119.044,2004,1,2,1,1198.44
FDT26,18.85,2,0.067953506,119.044,1997,1,2,1,2396.88
NCZ30,6.59,1,0.026225693,119.0098,1999,2,2,1,2530.7058
NCJ06,20.1,1,0.034623782,118.9782,1987,3,2,1,1549.3166
FDV52,20.7,2,0.121767168,118.9466,2002,1,2,1,353.5398
FDN10,11.5,1,0.0463847,118.9124,2007,1,2,1,1540.6612
FDU22,12.35,1,0.066453543,118.9124,1987,3,2,1,3199.8348
FDN10,12.65715588,1,0.045900448,118.9124,1985,2,2,3,2844.2976
FDC10,12.65715588,2,0.127599399,118.9098,1985,1,1,4,120.5098
FDD02,16.6,3,0.066461194,118.8124,1997,1,2,1,2607.2728
FDS46,12.65574571,2,0.082741482,118.7782,1985,1,1,4,119.1782
FDU22,12.35,1,0.093278912,118.7124,2004,1,2,1,2607.2728
FDU26,16.7,2,0.042792568,118.6782,2009,2,2,2,1549.3166
NCJ06,20.1,1,0.034848629,118.6782,2007,1,2,1,2502.7422
FDU11,4.785,1,0.0931174,118.6098,2007,1,2,1,361.5294
FDC10,9.8,3,0.072863893,118.6098,2004,1,2,1,843.5686
NCK54,12.15,1,0.066474709,118.515,2009,2,2,2,1398.18
FDJ04,18,1,0.124452048,118.5124,1997,1,2,1,1303.6364
FDO56,10.195,2,0.045165796,118.4808,2009,2,2,2,1640.5312
FDJ07,7.26,1,0.014505108,118.415,2007,1,2,1,1747.725
FDD02,16.6,1,0.050392993,118.4124,2002,1,2,1,3199.8348
FDE58,18.5,1,0.052025392,118.4124,1987,3,2,1,2370.248
FDH38,6.425,1,0.010497273,118.3808,2007,1,2,1,2812.3392
DRZ24,7.535,1,0.082250143,118.344,2007,1,2,1,3115.944
FDK02,12.5,1,0.112859454,118.344,2007,1,2,1,2157.192
NCO17,10,1,0.073493831,118.344,1999,2,2,1,1797.66
FDE58,18.5,1,0.052149675,118.3124,1999,2,2,1,1540.6612
FDJ04,18,1,0.124348482,118.3124,1987,3,2,1,948.0992
FDS46,17.6,2,0.047524635,118.2782,2007,1,2,1,715.0692
NCO17,10,1,0.073379745,118.244,1997,1,2,1,2756.412
FDC56,7.72,1,0.12152072,118.244,1997,1,2,1,958.752
FDZ44,12.65516751,1,0.06780958,118.1808,1985,1,1,4,234.3616
FDS46,17.6,2,0.047449835,118.1782,2009,2,2,2,2621.9204
FDJ07,7.26,1,0.014482278,118.115,2009,2,2,2,1864.24
FDX01,10.1,1,0.040446145,118.115,1998,1,2,4,116.515
FDV52,20.7,2,0.12152072,118.0466,1997,1,2,1,1060.6194
FDD02,16.6,1,0.084176826,118.0124,1998,1,2,4,592.562
FDL46,20.35,1,0.054362695,117.9466,2007,1,2,1,1649.8524
NCO17,12.64914621,1,0.128478462,117.944,1985,1,1,4,239.688
FDZ15,13.1,1,0.066470418,117.8782,2004,1,2,1,2741.0986
FDR13,9.895,2,0.028837829,117.8492,2009,2,2,2,1506.0396
NCA18,10.1,1,0.056077574,117.8492,1997,1,2,1,1621.8888
FDT44,16.6,1,0.103195401,117.8466,2002,1,2,1,942.7728
NCK54,12.15,1,0.066493661,117.815,2007,1,2,1,2330.3
FDZ15,13.1,1,0.020988798,117.7782,2007,1,2,1,1191.782
FDE21,12.8,1,0.022980361,117.7492,1999,2,2,1,1274.3412
FDS37,7.655,1,0.031918284,117.7492,1987,3,2,1,695.0952
FDV52,20.7,2,0.122015744,117.7466,2009,2,2,2,2828.3184
FDN08,7.72,2,0.066533938,117.7466,2009,2,2,2,1296.3126
FDL46,12.65011413,1,0.053795154,117.7466,1985,2,2,3,1414.1592
NCB42,11.8,3,0.008578539,117.6492,2002,1,2,1,1158.492
NCX05,15.2,1,0.162462044,117.6492,1998,1,2,4,347.5476
FDX01,10.1,3,0.024262772,117.615,2009,2,2,2,1514.695
NCK54,12.15,1,0.066558989,117.615,1987,3,2,1,1514.695
NCJ18,12.35,1,0.163805509,117.6124,1987,3,2,1,3910.9092
FDD36,12.65071325,1,0.021170542,117.6124,1985,2,2,3,2251.7356
NCN26,10.85,3,0.048004263,117.5808,1998,1,2,4,351.5424
FDZ15,12.6513671,1,0.020769677,117.5782,1985,2,2,3,2741.0986
NCR17,9.8,1,0.024521239,117.5492,2007,1,3,1,1390.1904
NCO26,7.235,1,0.076841095,117.5492,2004,1,2,1,1969.4364
FDN08,7.72,2,0.088543868,117.5466,2002,1,2,1,824.9262
FDE39,7.89,1,0.036127671,117.4782,2004,1,2,1,2026.0294
FDZ15,13.1,1,0.020853376,117.4782,1987,3,2,1,1906.8512
DRO35,13.85,1,0.034570357,117.4492,1997,1,2,1,3243.7776
NCX05,12.65730349,1,0.096592065,117.4492,1985,2,2,3,1621.8888
FDJ07,7.26,1,0.02414202,117.415,1998,1,2,4,466.06
FDZ15,13.1,1,0.020870744,117.3782,1997,1,2,1,1787.673
FDH56,9.8,2,0.063805139,117.3492,2004,1,2,1,810.9444
NCO26,7.235,1,0.077011493,117.3492,2002,1,2,1,1506.0396
FDL46,20.35,1,0.054277132,117.3466,2009,2,2,2,824.9262
FDD02,16.6,3,0.066637205,117.3124,1987,3,2,1,2014.7108
FDN27,20.85,1,0.039624006,117.2808,1999,2,2,1,1523.3504
FDU26,16.7,2,0.042610897,117.2782,2004,1,2,1,715.0692
NCB42,11.8,1,0.008559557,117.2492,2004,1,2,1,2432.8332
FDS37,7.655,1,0.032009653,117.2492,2002,1,2,1,2432.8332
FDT44,16.6,1,0.103146658,117.2466,1999,2,2,1,2239.0854
FDY19,19.75,1,0.041429246,117.2466,1999,2,2,1,2239.0854
FDJ04,18,1,0.124645538,117.2124,1999,2,2,1,2133.2232
FDD02,16.6,1,0.050369191,117.2124,1999,2,2,1,1422.1488
FDI32,17.7,1,0.174228338,117.1834,1987,3,2,1,691.1004
NCN26,10.85,1,0.028738058,117.1808,2002,1,2,1,703.0848
FDZ44,8.185,1,0.038729057,117.1808,1997,1,2,1,1874.8928
FDH56,9.8,2,0.063916425,117.1492,1999,2,2,1,2780.3808
NCJ18,12.35,3,0.274405193,117.1124,1998,1,2,4,355.5372
FDY01,11.8,2,0.170977155,117.0834,2009,2,2,2,1842.9344
DRI11,8.26,1,0.03447406,117.0834,2002,1,2,1,1612.5676
FDR13,9.895,2,0.028696932,117.0492,1987,3,2,1,810.9444
NCJ18,12.35,1,0.163941937,117.0124,1997,1,2,1,1540.6612
FDN27,12.6527633,1,0.039370913,116.9808,1985,2,2,3,3866.9664
NCO26,7.235,1,0.077290355,116.9492,2007,1,2,1,2316.984
NCB42,11.8,3,0.008554052,116.9492,1987,3,2,1,1969.4364
NCB42,12.6550661,1,0.008519718,116.9492,1985,2,2,3,2780.3808
FDH58,12.3,1,0.037148619,116.8834,2007,1,2,1,2649.2182
FDN27,20.85,1,0.039555016,116.8808,2004,1,2,1,820.2656
NCX05,15.2,1,0.097043739,116.8492,2004,1,2,1,2664.5316
FDL46,20.35,1,0.054056927,116.8466,1997,1,2,1,2356.932
NCV54,12.6484167,1,0.03294861,116.8124,1985,2,2,3,2488.7604
FDF46,12.6484167,1,0.093217569,116.7834,1985,2,3,3,4952.8862
FDY01,11.8,2,0.170141787,116.7834,1987,3,2,1,2303.668
FDH56,9.8,2,0.06407717,116.7492,2009,2,2,2,1621.8888
FDX01,10.1,1,0.024213342,116.715,2002,1,2,1,1281.665
FDI32,17.7,1,0.174340475,116.6834,2004,1,2,1,3570.6854
FDI32,12.64885635,1,0.305305397,116.6834,1985,1,1,4,460.7336
FDH56,9.8,2,0.063946629,116.6492,2002,1,2,1,2316.984
NCO26,7.235,1,0.076975118,116.6492,1999,2,2,1,2664.5316
FDN08,7.72,2,0.147904328,116.6466,1998,1,2,4,117.8466
NCV54,11.1,1,0.033102681,116.6124,2004,1,2,1,1540.6612
NCJ18,12.65429362,1,0.163148041,116.6124,1985,2,2,3,3199.8348
FDH38,6.425,1,0.010480751,116.5808,2009,2,4,2,2460.7968
NCX05,15.2,1,0.097611115,116.5492,2007,1,2,1,810.9444
FDY19,19.75,1,0.041448824,116.5466,2002,1,2,1,2828.3184
FDL46,20.35,1,0.054011943,116.5466,1987,3,2,1,1885.5456
FDJ04,18,1,0.124959013,116.5124,2009,2,2,2,355.5372
NCV54,11.1,1,0.033081389,116.5124,1987,3,2,1,1066.6116
FDH58,12.3,1,0.066465932,116.4834,2009,2,2,2,1842.9344
FDY01,11.8,2,0.170251293,116.4834,2004,1,2,1,1958.1178
NCR17,9.8,1,0.024432767,116.4492,2002,1,2,1,2780.3808
NCO26,7.235,1,0.076791671,116.4492,1987,3,2,1,2316.984
FDT44,16.6,1,0.103406065,116.4466,2009,2,2,2,1178.466
FDO56,12.65082593,2,0.078758649,116.3808,1985,1,1,4,234.3616
NCX05,15.2,1,0.09698132,116.3492,1987,3,2,1,2548.6824
FDD48,10.395,1,0.030281543,116.3176,2009,2,2,2,1259.6936
FDU50,5.75,2,0.075322658,116.3176,2002,1,2,1,2519.3872
NCR17,9.8,1,0.024482644,116.2492,2009,2,2,2,2896.23
NCX05,12.6543342,1,0.169943195,116.2492,1985,1,1,4,115.8492
DRO35,13.85,1,0.034640466,116.1492,2002,1,2,1,1274.3412
NCG55,16.25,1,0.039207025,116.1176,1999,2,2,1,2633.9048
DRI11,8.26,1,0.034544435,116.0834,2009,2,2,2,1267.0174
FDZ44,8.185,1,0.064824502,116.0808,1998,1,2,4,234.3616
NCO26,7.235,1,0.076855628,116.0492,1997,1,2,1,1969.4364
FDC29,8.39,2,0.024243294,116.0176,1999,2,2,1,1603.2464
NCG55,16.25,1,0.039113587,116.0176,1987,3,2,1,1488.7288
FDH58,12.3,1,0.036997104,115.9834,1999,2,2,1,2073.3012
FDH58,12.3,1,0.036908933,115.9834,1987,3,2,1,2073.3012
FDQ55,12.65837923,2,0.012974937,115.9834,1985,2,2,3,2994.7684
DRI11,12.65837923,1,0.060237465,115.9834,1985,1,1,4,345.5502
NCA18,10.1,1,0.093862362,115.9492,1998,1,2,4,231.6984
FDH56,12.65933172,2,0.11173569,115.9492,1985,1,1,4,115.8492
FDN08,12.65933172,2,0.087936752,115.9466,1985,2,2,3,4124.631
FDF46,7.07,1,0.094201018,115.8834,2007,1,2,1,1036.6506
FDQ09,7.235,1,0.058121214,115.8834,2004,1,2,1,1382.2008
FDZ44,8.185,1,0.038721734,115.8808,2004,1,2,1,1523.3504
FDH38,6.425,1,0.01043823,115.8808,1997,1,2,1,1757.712
FDY19,19.75,1,0.041330512,115.8466,1987,3,2,1,2474.7786
DRI11,8.26,1,0.034397781,115.7834,2004,1,2,1,2073.3012
FDC44,12.66643284,1,0.171761077,115.7518,1985,2,3,3,5351.0346
FDS37,7.655,1,0.032125561,115.7492,2007,1,2,1,2548.6824
NCA18,10.1,1,0.056191301,115.7492,2002,1,2,1,579.246
FDD21,10.3,2,0.066502285,115.7176,2007,1,2,1,1717.764
FDC29,8.39,3,0.024185517,115.7176,1987,3,2,1,1374.2112
FDH38,6.425,1,0.010454459,115.6808,1999,2,2,1,1406.1696
FDZ44,8.185,1,0.038789271,115.6808,1999,2,2,1,703.0848
FDY10,17.6,1,0.049067877,115.6176,1997,1,2,1,2519.3872
FDQ55,13.65,2,0.013064516,115.5834,2002,1,2,1,1382.2008
FDF46,7.07,1,0.093861144,115.5834,2002,1,2,1,1267.0174
