person,tot,time,role,dialogue
ROMNEY,3.31,time 2,candidate,"The middle class has been crushed over the last four years, and jobs have been too scarce."
ROMNEY,3.32,time 2,candidate,"I know what it takes to bring them back, and I'm going to do that, and make sure that when you graduate when do you graduate?"
ROMNEY,3.4,time 2,candidate,"Thank you, Mister President, also for being part of this this debate."
ROMNEY,3.5,time 2,candidate,Your question your question is one that's being asked by college kids all over this country.
ROMNEY,3.6,time 2,candidate,"I was in Pennsylvania with someone who had just graduated this was in Philadelphia and she said, I've got my degree."
ROMNEY,3.7,time 2,candidate,I can't find a job.
ROMNEY,3.8,time 2,candidate,I've got three part time jobs.
ROMNEY,3.9,time 2,candidate,They're just barely enough to pay for my food and pay for an apartment.
ROMNEY,4.1,time 1,candidate,So that's that's number one.
ROMNEY,4.1,time 1,candidate,I'd just assume not have the government telling me what kind of health care I get.
ROMNEY,4.11,time 1,candidate,I'd rather be able to have an insurance company.
ROMNEY,4.12,time 1,candidate,"If I don't like them, I can get rid of them and find a different insurance company."
ROMNEY,4.13,time 1,candidate,But people make their own choice.
ROMNEY,4.14,time 1,candidate,The other thing we have to do to save Medicare?
ROMNEY,4.15,time 1,candidate,"We have to have the benefits high for those that are low income, but for higher income people, we're going to have to lower some of the benefits."
ROMNEY,4.16,time 1,candidate,We have to make sure this program is there for the long term.
ROMNEY,4.17,time 1,candidate,That's the plan that I've put forward.
ROMNEY,4.18,time 1,candidate,"And, by the way the idea came not even from Paul Ryan or or Senator Wyden, who's the co author of the bill with with Paul Ryan in the Senate, but also it came from Bill Bill Clinton's chief of staff."
ROMNEY,4.19,time 1,candidate,"This is an idea that's been around a long time, which is saying, hey, let's see if we can't get competition into the Medicare world so that people can get the choice of different plans at lower cost, better quality."
ROMNEY,4.2,time 1,candidate,"Number two is for people coming along that are young, what I do to make sure that we can keep Medicare in place for them is to allow them either to choose the current Medicare program or a private plan."
ROMNEY,4.2,time 1,candidate,I believe in competition.
ROMNEY,4.3,time 1,candidate,Their choice.
ROMNEY,4.4,time 1,candidate,They get to choose and they'll have at least two plans that will be entirely at no cost to them.
ROMNEY,4.5,time 1,candidate,"So they don't have to pay additional money, no additional dollar six thousand."
ROMNEY,4.6,time 1,candidate,That's not going to happen.
ROMNEY,4.7,time 1,candidate,They'll have at least two plans.
ROMNEY,4.8,time 1,candidate,"And by the way, if the government can be as efficient as the private sector and offer premiums that are as low as the private sector, people will be happy to get traditional Medicare or they'll be able to get a private plan."
ROMNEY,4.9,time 1,candidate,I know my own view is I'd rather have a private plan.
ROMNEY,5.1,time 2,candidate,two thousand fourteen.
ROMNEY,5.1,time 3,candidate,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to to kill them, to take them out of the picture."
ROMNEY,5.1,time 3,candidate,N.
ROMNEY,5.11,time 3,candidate,", to look at how we can help the the world reject these these terrorists."
ROMNEY,5.12,time 3,candidate,"And the answer they came up with was this: One, more economic development."
ROMNEY,5.13,time 3,candidate,"We should key our foreign aid, our direct foreign investment, and that of our friends, we should coordinate it to make sure that we we push back and give them more economic development."
ROMNEY,5.14,time 3,candidate,"Number two, better education."
ROMNEY,5.15,time 3,candidate,"Number three, gender equality."
ROMNEY,5.16,time 3,candidate,"Number four, the rule of law."
ROMNEY,5.17,time 3,candidate,We have to help these nations create civil societies.
ROMNEY,5.18,time 3,candidate,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in."
ROMNEY,5.19,time 3,candidate,And and they're throughout many nations in the Middle East.
ROMNEY,5.2,time 2,candidate,"When you come out in two thousand fourteen, I presume I'm going to be president."
ROMNEY,5.2,time 3,candidate,But my strategy is broader than that.
ROMNEY,5.2,time 3,candidate,"It's wonderful that Libya seems to be making some progress, despite this terrible tragedy."
ROMNEY,5.21,time 3,candidate,"But next door, of course, we have Egypt."
ROMNEY,5.22,time 3,candidate,"Libya's six million population; Egypt, eighty million population."
ROMNEY,5.23,time 3,candidate,We want we want to make sure that we're seeing progress throughout the Middle East.
ROMNEY,5.24,time 3,candidate,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to to kill, to murder his own people, this is a region in tumult."
ROMNEY,5.25,time 3,candidate,"And, of course, Iran on the path to a nuclear weapon, we've got real."
ROMNEY,5.3,time 2,candidate,I'm going to make sure you get a job.
ROMNEY,5.3,time 3,candidate,"That's that's important, of course."
ROMNEY,5.4,time 2,candidate,Thanks Jeremy.
ROMNEY,5.4,time 3,candidate,But the key that we're going to have to pursue is a is a pathway to get the Muslim world to be able to reject extremism on its own.
ROMNEY,5.5,time 2,candidate,"Yeah, you bet."
ROMNEY,5.5,time 3,candidate,"We don't want another Iraq, we don't want another Afghanistan."
ROMNEY,5.6,time 3,candidate,That's not the right course for us.
ROMNEY,5.7,time 3,candidate,"The right course for us is to make sure that we go after the the people who are leaders of these various anti American groups and these these jihadists, but also help the Muslim world."
ROMNEY,5.8,time 3,candidate,And how do we do that?
ROMNEY,5.9,time 3,candidate,"A group of Arab scholars came together, organized by the U."
ROMNEY,9.1,time 2,candidate,Well what you're seeing in this country is twenty three million people struggling to find a job.
ROMNEY,9.1,time 2,candidate,We have not made the progress we need to make to put people back to work.
ROMNEY,9.1,time 3,candidate,"Well, of course I don't concur with what the president said about my own record and the things that I've said."
ROMNEY,9.1,time 3,candidate,"It's a geopolitical foe, and I said in the same in the same paragraph I said, and Iran is the greatest national security threat we face."
ROMNEY,9.11,time 2,candidate,That's why I put out a five point plan that gets America twelve million new jobs in four years and rising take home pay.
ROMNEY,9.11,time 3,candidate,Russia does continue to battle us in the U.
ROMNEY,9.12,time 2,candidate,It's going to help Jeremy get a job when he comes out of school.
ROMNEY,9.12,time 3,candidate,N.
ROMNEY,9.13,time 2,candidate,It's going to help people across the country that are unemployed right now.
ROMNEY,9.13,time 3,candidate,time and time again.
ROMNEY,9.14,time 2,candidate,"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt."
ROMNEY,9.14,time 3,candidate,I have clear eyes on this.
ROMNEY,9.15,time 2,candidate,And that's right.
ROMNEY,9.15,time 3,candidate,"I'm not going to wear rose colored glasses when it comes to Russia, or Mister Putin."
ROMNEY,9.16,time 2,candidate,My plan was to have the company go through bankruptcy like seven Eleven did and Macy's and Condell Airlines and come out stronger.
ROMNEY,9.16,time 3,candidate,"And I'm certainly not going to say to him, I'll give you more flexibility after the election."
ROMNEY,9.17,time 2,candidate,"And I know he keeps saying, you want to take Detroit bankrupt."
ROMNEY,9.17,time 3,candidate,"After the election, he'll get more backbone."
ROMNEY,9.18,time 2,candidate,"Well, the president took Detroit bankrupt."
ROMNEY,9.18,time 3,candidate,"Number two, with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement."
ROMNEY,9.19,time 2,candidate,You took General Motors bankrupt.
ROMNEY,9.19,time 3,candidate,Oh you didn't?
ROMNEY,9.2,time 2,candidate,"And a lot of them, as you say, Candy, have been out of work for a long, long, long time."
ROMNEY,9.2,time 2,candidate,You took Chrysler bankrupt.
ROMNEY,9.2,time 3,candidate,They don't happen to be accurate.
ROMNEY,9.2,time 3,candidate,You didn't want a status of|
ROMNEY,9.21,time 2,candidate,"So when you say that I wanted to take the auto industry bankrupt, you actually did."
ROMNEY,9.22,time 2,candidate,"And I think it's important to know that that was a process that was necessary to get those companies back on their feet, so they could start hiring more people."
ROMNEY,9.23,time 2,candidate,That was precisely what I recommended and ultimately what happened.
ROMNEY,9.3,time 2,candidate,The president's policies have been exercised over the last four years and they haven't put Americans back to work.
ROMNEY,9.3,time 3,candidate,"But but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and and confusion."
ROMNEY,9.4,time 2,candidate,We have fewer people working today than we had when the president took office.
ROMNEY,9.4,time 3,candidate,And and attacking me is not an agenda.
ROMNEY,9.5,time 2,candidate,If the the unemployment rate was seven.
ROMNEY,9.5,time 3,candidate,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence."
ROMNEY,9.6,time 2,candidate,"eight percent when he took office, it's seven."
ROMNEY,9.6,time 3,candidate,But I'll respond to a couple of things that you mentioned.
ROMNEY,9.7,time 2,candidate,eight percent now.
ROMNEY,9.7,time 3,candidate,"First of all, Russia I indicated is a geopolitical foe."
ROMNEY,9.8,time 2,candidate,"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be ten."
ROMNEY,9.8,time 3,candidate,Not|
ROMNEY,9.9,time 2,candidate,seven percent.
ROMNEY,9.9,time 3,candidate,Excuse me.
ROMNEY,10.1,time 1,candidate,That's that's a big topic.
ROMNEY,10.2,time 1,candidate,Can we can we stay on Medicare?
ROMNEY,11.1,time 3,candidate,"I'm sorry, you actually there was a there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on."
ROMNEY,11.2,time 3,candidate,That was something I concurred with|
ROMNEY,13.1,time 2,candidate,That that Detroit that Detroit answer|
ROMNEY,13.1,time 3,candidate,that your posture.
ROMNEY,13.2,time 3,candidate,That was my posture as well.
ROMNEY,13.3,time 3,candidate,You thought it should have been five thousand troops|
ROMNEY,15.1,time 1,candidate,Let's get back to Medicare.
ROMNEY,15.1,time 2,candidate,that Detroit answer|
ROMNEY,15.1,time 3,candidate,"I thought there should have been more troops, but you know what?"
ROMNEY,15.2,time 3,candidate,The answer was we got|
ROMNEY,15.3,time 3,candidate,no troops through whatsoever.
ROMNEY,17.1,time 1,candidate,Let's get back to Medicare.
ROMNEY,17.1,time 2,candidate,"and the rest of the answer, way off the mark."
ROMNEY,17.1,time 3,candidate,"No, I|"
ROMNEY,17.2,time 1,candidate,The president said that the government can provide the service at lower cost and without a profit.
ROMNEY,17.2,time 3,candidate,I'm sorry that's a|
ROMNEY,19.1,time 1,candidate,"If that's the case, then it will always be the best product that people can purchase."
ROMNEY,19.1,time 3,candidate,that's a I indicated|
ROMNEY,21.1,time 1,candidate,But my experience my experience the private sector typically is able to provide a better product at a lower cost.
ROMNEY,21.1,time 3,candidate,I indicated that you failed to put in place a status|
ROMNEY,22.1,time 2,candidate,"Well, let's look at the president's policies, all right, as opposed to the rhetoric, because we've had four years of policies being played out."
ROMNEY,22.1,time 2,candidate,And what was the cost?
ROMNEY,22.11,time 2,candidate,twenty or twenty five birds were killed and brought out a migratory bird act to go after them on a criminal basis.
ROMNEY,22.12,time 2,candidate,"Look, I want to make sure we use our oil, our coal, our gas, our nuclear, our renewables."
ROMNEY,22.13,time 2,candidate,"I believe very much in our renewable capabilities; ethanol, wind, solar will be an important part of our energy mix."
ROMNEY,22.14,time 2,candidate,"But what we don't need is to have the president keeping us from taking advantage of oil, coal and gas."
ROMNEY,22.15,time 2,candidate,"This has not been Mister Oil, or Mister Gas, or Mister Coal."
ROMNEY,22.16,time 2,candidate,Talk to the people that are working in those industries.
ROMNEY,22.17,time 2,candidate,I was in coal country.
ROMNEY,22.18,time 2,candidate,"People grabbed my arms and said, Please save my job."
ROMNEY,22.19,time 2,candidate,"The head of the EPA said, You can't build a coal plant."
ROMNEY,22.2,time 2,candidate,"And the president's right in terms of the additional oil production, but none of it came on federal land."
ROMNEY,22.2,time 2,candidate,You'll virtually it's virtually impossible given our regulations.
ROMNEY,22.21,time 2,candidate,"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt."
ROMNEY,22.22,time 2,candidate,That's not the right course for America.
ROMNEY,22.23,time 2,candidate,"Let's take advantage of the energy resources we have, as well as the energy ources for the future."
ROMNEY,22.24,time 2,candidate,"And if we do that, if we do what I'm planning on doing, which is getting us energy independent, North America energy independence within eight years, you're going to see manufacturing jobs come back."
ROMNEY,22.25,time 2,candidate,"Because our energy is low cost, that are already beginning to come back because of our abundant energy."
ROMNEY,22.26,time 2,candidate,I'll get America and North America energy independent.
ROMNEY,22.27,time 2,candidate,"I'll do it by more drilling, more permits and licenses."
ROMNEY,22.28,time 2,candidate,We're going to bring that pipeline in from Canada.
ROMNEY,22.29,time 2,candidate,How in the world the president said no to that pipeline?
ROMNEY,22.3,time 2,candidate,"As a matter of fact, oil production is down fourteen percent this year on federal land, and gas production was down nine percent."
ROMNEY,22.3,time 2,candidate,I will never know.
ROMNEY,22.31,time 2,candidate,"This is about bringing good jobs back for the middle class of America, and that's what I'm going to do."
ROMNEY,22.4,time 2,candidate,Why?
ROMNEY,22.5,time 2,candidate,"Because the president cut in half the number of licenses and permits for drilling on federal lands, and in federal waters."
ROMNEY,22.6,time 2,candidate,So where'd the increase come from?
ROMNEY,22.7,time 2,candidate,Well a lot of it came from the Bakken Range in North Dakota.
ROMNEY,22.8,time 2,candidate,What was his participation there?
ROMNEY,22.9,time 2,candidate,"The administration brought a criminal action against the people drilling up there for oil, this massive new resource we have."
ROMNEY,23.1,time 1,candidate,Absolutely.
ROMNEY,23.1,time 3,candidate,of forces agreement at the end of the conflict that existed.
ROMNEY,25.1,time 1,candidate,Absolutely.
ROMNEY,25.1,time 2,candidate,But that's not what you've done in the last four years.
ROMNEY,25.2,time 2,candidate,That's the problem.
ROMNEY,25.3,time 2,candidate,"In the last four years, you cut permits and licenses on federal land and federal waters in half."
ROMNEY,27.1,time 2,candidate,So how much did you cut?
ROMNEY,28.1,time 1,candidate,Regulation is essential.
ROMNEY,28.2,time 1,candidate,You can't have a free market work if you don't have regulation.
ROMNEY,28.3,time 1,candidate,"As a businessperson, I had to have I need to know the regulations."
ROMNEY,28.4,time 1,candidate,I needed them there.
ROMNEY,28.5,time 1,candidate,You couldn't have people opening up banks in their in their garage and making loans.
ROMNEY,28.6,time 1,candidate,"I mean, you have to have regulations so that you can have an economy work."
ROMNEY,28.7,time 1,candidate,Every free economy has good regulation.
ROMNEY,28.8,time 1,candidate,"At the same time, regulation can become excessive."
ROMNEY,29.1,time 2,candidate,"How much did you cut them by, then?"
ROMNEY,30.1,time 1,candidate,"In some places, yes."
ROMNEY,30.1,time 3,candidate,"Well, let's step back and talk about what's happening in Syria and how important it is."
ROMNEY,30.1,time 3,candidate,We don't want to get drawn into a military conflict.
ROMNEY,30.11,time 3,candidate,"And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a in a form of if not government, a form of of of council that can take the lead in Syria."
ROMNEY,30.12,time 3,candidate,And then make sure they have the arms necessary to defend themselves.
ROMNEY,30.13,time 3,candidate,We do need to make sure that they don't have arms that get into the the wrong hands.
ROMNEY,30.14,time 3,candidate,Those arms could be used to hurt us down the road.
ROMNEY,30.15,time 3,candidate,"We need to make sure as well that we coordinate this effort with our allies, and particularly with with Israel."
ROMNEY,30.16,time 3,candidate,"But the Saudi's and the Qatari, and and the Turks are all very concerned about this."
ROMNEY,30.17,time 3,candidate,They're willing to work with us.
ROMNEY,30.18,time 3,candidate,"We need to have a very effective leadership effort in Syria, making sure that the the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties."
ROMNEY,30.19,time 3,candidate,Recognize I believe that Assad must go.
ROMNEY,30.2,time 1,candidate,"Other places, no."
ROMNEY,30.2,time 3,candidate,"First of all, thirty thousand people being killed by their government is a humanitarian disaster."
ROMNEY,30.2,time 3,candidate,I believe he will go.
ROMNEY,30.21,time 3,candidate,"But I believe we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a as a friend, and Syria as a responsible party in the Middle East."
ROMNEY,30.22,time 3,candidate,This this is a critical opportunity for America.
ROMNEY,30.23,time 3,candidate,"And what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U."
ROMNEY,30.24,time 3,candidate,N.
ROMNEY,30.25,time 3,candidate,deal with it.
ROMNEY,30.26,time 3,candidate,"And Assad excuse me, Kofi Annan came in and said we're going to try to have a ceasefire."
ROMNEY,30.27,time 3,candidate,That didn't work.
ROMNEY,30.28,time 3,candidate,"Then it went to the Russians and said, let's see if you can do something."
ROMNEY,30.29,time 3,candidate,"We should be playing the leadership role there, not on the ground with military."
ROMNEY,30.3,time 3,candidate,"Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now."
ROMNEY,30.4,time 3,candidate,Syria is Iran's only ally in the Arab world.
ROMNEY,30.5,time 3,candidate,It's their route to the sea.
ROMNEY,30.6,time 3,candidate,"It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel."
ROMNEY,30.7,time 3,candidate,And so seeing Syria remove Assad is a very high priority for us.
ROMNEY,30.8,time 3,candidate,"Number two, seeing a a replacement government being responsible people is critical for us."
ROMNEY,30.9,time 3,candidate,"And finally, we don't want to have military involvement there."
ROMNEY,31.1,time 2,candidate,"No, no."
ROMNEY,31.2,time 2,candidate,How much did you cut licenses and permits on federal land and federal waters?
ROMNEY,32.1,time 1,candidate,"No, it can become out of date."
ROMNEY,32.1,time 1,candidate,So there's one example.
ROMNEY,32.1,time 3,candidate,by the leadership role.
ROMNEY,32.11,time 1,candidate,Here's another.
ROMNEY,32.12,time 1,candidate,In Dodd Frank|
ROMNEY,32.2,time 1,candidate,"And what's happened with some of the legislation that's been passed during the president's term, you've seen regulation become excessive, and it's hurt it's hurt the economy."
ROMNEY,32.3,time 1,candidate,Let me give you an example.
ROMNEY,32.4,time 1,candidate,Dodd Frank was passed.
ROMNEY,32.5,time 1,candidate,And it includes within it a number of provisions that I think has some unintended consequences that are harmful to the economy.
ROMNEY,32.6,time 1,candidate,"One is it designates a number of banks as too big to fail, and they're effectively guaranteed by the federal government."
ROMNEY,32.7,time 1,candidate,This is the biggest kiss that's been given to to New York banks I've ever seen.
ROMNEY,32.8,time 1,candidate,This is an enormous boon for them.
ROMNEY,32.9,time 1,candidate,There've been one hundred twenty two community and small banks have closed since Dodd Frank.
ROMNEY,33.1,time 2,candidate,"No, no, I had a question and the question was how much did you cut them by?"
ROMNEY,34.1,time 1,candidate,"Well, I would repeal and replace it."
ROMNEY,34.2,time 1,candidate,We're not going to get rid of all regulation.
ROMNEY,34.3,time 1,candidate,You have to have regulation.
ROMNEY,34.4,time 1,candidate,And there are some parts of Dodd Frank that make all the sense in the world.
ROMNEY,34.5,time 1,candidate,"You need transparency, you need to have leverage limits for|"
ROMNEY,35.1,time 2,candidate,How much did you cut them by?
ROMNEY,35.1,time 3,candidate,I don't want to have our military involved in Syria.
ROMNEY,35.2,time 3,candidate,I don't think there is a necessity to put our military in Syria at this stage.
ROMNEY,35.3,time 3,candidate,I don't anticipate that in the future.
ROMNEY,35.4,time 3,candidate,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible."
ROMNEY,35.5,time 3,candidate,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove to remove Assad."
ROMNEY,35.6,time 3,candidate,But I do not want to see a military involvement on the part of our of our troops.
ROMNEY,36.1,time 1,candidate,But let's let's mention let me mention the other one.
ROMNEY,36.2,time 1,candidate,Let's talk|
ROMNEY,37.1,time 2,candidate,All right.
ROMNEY,37.1,time 3,candidate,And this isn't this isn't going to be necessary.
ROMNEY,37.1,time 3,candidate,America can help that happen.
ROMNEY,37.11,time 3,candidate,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.
ROMNEY,37.2,time 2,candidate,And it is.
ROMNEY,37.2,time 3,candidate,"We we have, with our partners in the region, we have sufficient resources to support those groups."
ROMNEY,37.3,time 3,candidate,"But look, this has been going on for a year."
ROMNEY,37.4,time 3,candidate,This is a time this should have been a time for American leadership.
ROMNEY,37.5,time 3,candidate,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties."
ROMNEY,37.6,time 3,candidate,"As you hear from intelligence sources even today, the the insurgents are highly disparate."
ROMNEY,37.7,time 3,candidate,They haven't come together.
ROMNEY,37.8,time 3,candidate,"They haven't formed a unity group, a council of some kind."
ROMNEY,37.9,time 3,candidate,That needs to happen.
ROMNEY,39.1,time 1,candidate,"Sorry, but that's just not that's just not the facts."
ROMNEY,39.1,time 1,candidate,You say we were giving mortgages to people who weren't qualified.
ROMNEY,39.1,time 2,candidate,"OK,|"
ROMNEY,39.11,time 1,candidate,That's exactly right.
ROMNEY,39.12,time 1,candidate,It's one of the reasons for the great financial calamity we had.
ROMNEY,39.13,time 1,candidate,"And so Dodd Frank correctly says we need to have qualified mortgages, and if you give a mortgage that's not qualified, there are big penalties, except they didn't ever go on and define what a qualified mortgage was."
ROMNEY,39.14,time 1,candidate,It's been two years.
ROMNEY,39.15,time 1,candidate,We don't know what a qualified mortgage is yet.
ROMNEY,39.16,time 1,candidate,"So banks are reluctant to make loans, mortgages."
ROMNEY,39.17,time 1,candidate,Try and get a mortgage these days.
ROMNEY,39.18,time 1,candidate,It's hurt the housing market because Dodd Frank didn't anticipate putting in place the kinds of regulations you have to have.
ROMNEY,39.19,time 1,candidate,It's not that Dodd Frank always was wrong with too much regulation.
ROMNEY,39.2,time 1,candidate,"Look, we have to have regulation on Wall Street."
ROMNEY,39.2,time 1,candidate,Sometimes they didn't come out with a clear regulation.
ROMNEY,39.21,time 1,candidate,"I will make sure we don't hurt the functioning of our of our marketplace and our business, because I want to bring back housing and get good jobs."
ROMNEY,39.3,time 1,candidate,That's why I'd have regulation.
ROMNEY,39.4,time 1,candidate,But I wouldn't designate five banks as too big to fail and give them a blank check.
ROMNEY,39.5,time 1,candidate,That's one of the unintended consequences of Dodd Frank.
ROMNEY,39.6,time 1,candidate,It wasn't thought through properly.
ROMNEY,39.7,time 1,candidate,We need to get rid of that provision because it's killing regional and small banks.
ROMNEY,39.8,time 1,candidate,They're getting hurt.
ROMNEY,39.9,time 1,candidate,Let me mention another regulation in Dodd Frank.
ROMNEY,41.1,time 1,candidate,I sure do.
ROMNEY,41.1,time 1,candidate,"And as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by dollar two thousand five hundred a family."
ROMNEY,41.1,time 2,candidate,And production on private on government land.
ROMNEY,41.11,time 1,candidate,"Instead, it's gone up by that amount."
ROMNEY,41.12,time 1,candidate,So it's expensive.
ROMNEY,41.13,time 1,candidate,Expensive things hurt families.
ROMNEY,41.14,time 1,candidate,So that's one reason I don't want it.
ROMNEY,41.15,time 1,candidate,"Second reason, it cuts dollar seven hundred sixteen billion from Medicare to pay for it."
ROMNEY,41.16,time 1,candidate,I want to put that money back in Medicare for our seniors.
ROMNEY,41.17,time 1,candidate,"Number three, it puts in place an unelected board that's going to tell people ultimately what kind of treatments they can have."
ROMNEY,41.18,time 1,candidate,I don't like that idea.
ROMNEY,41.19,time 1,candidate,"Fourth, there was a survey done of small businesses across the country, said, what's been the effect of Obamacare on your hiring plans?"
ROMNEY,41.2,time 1,candidate,"Well, in part, it comes, again, from my experience."
ROMNEY,41.2,time 1,candidate,And three quarters of them said it makes us less likely to hire people.
ROMNEY,41.21,time 1,candidate,"I just don't know how the president could have come into office, facing twenty three million people out of work, rising unemployment, an economic crisis at the at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people."
ROMNEY,41.22,time 1,candidate,It has killed jobs.
ROMNEY,41.23,time 1,candidate,And the best course for health care is to do what we did in my state: craft a plan at the state level that fits the needs of the state.
ROMNEY,41.24,time 1,candidate,"And then let's focus on getting the costs down for people, rather than raising it with the dollar two thousand five hundred additional premium."
ROMNEY,41.3,time 1,candidate,"You know, I was in New Hampshire."
ROMNEY,41.4,time 1,candidate,"A woman came to me and she said, look, I can't afford insurance for myself or my son."
ROMNEY,41.5,time 1,candidate,"I met a couple in Appleton, Wisconsin, and they said, we're thinking of dropping our insurance, we can't afford it."
ROMNEY,41.6,time 1,candidate,"And the number of small businesses I've gone to that are saying they're dropping insurance because they can't afford it, the cost of health care is just prohibitive."
ROMNEY,41.7,time 1,candidate,And and we've got to deal with cost.
ROMNEY,41.8,time 1,candidate,"And, unfortunately, when when when you look at Obamacare, the Congressional Budget Office has said it will cost dollar two thousand five hundred a year more than traditional insurance."
ROMNEY,41.9,time 1,candidate,So it's adding to cost.
ROMNEY,43.1,time 2,candidate,is down.
ROMNEY,45.1,time 2,candidate,Production on government land of oil is down fourteen percent.
ROMNEY,45.1,time 3,candidate,No.
ROMNEY,45.1,time 3,candidate,And the mantle of leadership for the promoting the principles of peace has fallen to America.
ROMNEY,45.11,time 3,candidate,We didn't ask for it.
ROMNEY,45.12,time 3,candidate,But it's an honor that we have it.
ROMNEY,45.13,time 3,candidate,But for us to be able to promote those principles of peace requires us to be strong.
ROMNEY,45.14,time 3,candidate,And that begins with a strong economy here at home.
ROMNEY,45.15,time 3,candidate,"Unfortunately, the economy is not stronger."
ROMNEY,45.16,time 3,candidate,"When the when the president of Iraq excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that's a frightening thing."
ROMNEY,45.17,time 3,candidate,Former chief of the Joint Chiefs of Staff said that Admiral Mullen said that our debt is the biggest national security threat we face.
ROMNEY,45.18,time 3,candidate,This we have weakened our economy.
ROMNEY,45.19,time 3,candidate,We need a strong economy.
ROMNEY,45.2,time 3,candidate,"I believe, as the president indicated, and said at the time that I supported his his action there."
ROMNEY,45.2,time 3,candidate,We need to have as well a strong military.
ROMNEY,45.21,time 3,candidate,Our military is second to none in the world.
ROMNEY,45.22,time 3,candidate,"We're blessed with terrific soldiers, and extraordinary technology and intelligence."
ROMNEY,45.23,time 3,candidate,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.
ROMNEY,45.24,time 3,candidate,We need to have strong allies.
ROMNEY,45.25,time 3,candidate,Our association and connection with our allies is essential to America's strength.
ROMNEY,45.26,time 3,candidate,"We're the great nation that has allies, forty two allies and friends around the world."
ROMNEY,45.27,time 3,candidate,"And, finally, we have to stand by our principles."
ROMNEY,45.28,time 3,candidate,"And if we're strong in each of those things, American influence will grow."
ROMNEY,45.29,time 3,candidate,"But unfortunately, in nowhere in the world is America's influence will grow."
ROMNEY,45.3,time 3,candidate,I felt that I wish we'd have had a better vision of the future.
ROMNEY,45.3,time 3,candidate,"But unfortunately, in nowhere in the world is America's influence greater today than it was four years ago."
ROMNEY,45.4,time 3,candidate,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did."
ROMNEY,45.5,time 3,candidate,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support."
ROMNEY,45.6,time 3,candidate,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more is peaceful."
ROMNEY,45.7,time 3,candidate,We want a peaceful planet.
ROMNEY,45.8,time 3,candidate,"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war."
ROMNEY,45.9,time 3,candidate,That's our purpose.
ROMNEY,47.1,time 1,candidate,"Well, I did with my first statement."
ROMNEY,47.1,time 1,candidate,You've raised them by dollar one trillion under Obamacare.
ROMNEY,47.1,time 2,candidate,And production on gas.
ROMNEY,47.1,time 3,candidate,And that's because we've become weaker in each of those four|
ROMNEY,47.11,time 1,candidate,We didn't cut Medicare.
ROMNEY,47.12,time 1,candidate,"Of course, we don't have Medicare, but we didn't cut Medicare by dollar seven hundred sixteen billion."
ROMNEY,47.13,time 1,candidate,We didn't put in place a board that can tell people ultimately what treatments they're going to receive.
ROMNEY,47.14,time 1,candidate,"We didn't also do something that I think a number of people across this country recognize, which is put put people in a position where they're going to lose the insurance they had and they wanted."
ROMNEY,47.15,time 1,candidate,"Right now, the CBO says up to twenty million people will lose their insurance as Obamacare goes into effect next year."
